,pclass,sex,Age,sibsp,parch,fare,embarked,home.dest,Title,survived
0,1,0,29.0,0,0,211.3375,2,308,9,1
1,1,1,0.92,1,2,151.55,2,230,8,1
2,1,0,2.0,1,2,151.55,2,230,9,0
3,1,1,30.0,1,2,151.55,2,230,12,0
4,1,0,25.0,1,2,151.55,2,230,13,0
5,1,1,48.0,0,0,26.55,2,236,12,1
6,1,0,63.0,1,0,77.9583,2,161,9,1
7,1,1,39.0,0,0,0.0,2,23,12,0
8,1,0,53.0,2,0,51.4792,2,21,13,1
9,1,1,71.0,0,0,49.5042,0,228,12,0
10,1,1,47.0,1,0,227.525,0,236,1,0
11,1,0,18.0,1,0,227.525,0,236,13,1
12,1,0,24.0,0,0,69.3,0,257,11,1
13,1,0,26.0,0,0,78.85,2,-1,9,1
14,1,1,80.0,0,0,30.0,2,157,12,1
15,1,1,29.881137667304014,0,0,25.925,2,236,12,0
16,1,1,24.0,0,1,247.5208,0,229,12,0
17,1,0,50.0,0,1,247.5208,0,229,13,1
18,1,0,32.0,0,0,76.2917,0,-1,9,1
19,1,1,36.0,0,0,75.2417,0,362,12,0
20,1,1,37.0,1,1,52.5542,2,236,12,1
21,1,0,47.0,1,1,52.5542,2,236,13,1
22,1,1,26.0,0,0,30.0,0,236,12,1
23,1,0,42.0,0,0,227.525,0,-1,9,1
24,1,0,29.0,0,0,221.7792,2,-1,9,1
25,1,1,25.0,0,0,26.0,0,283,12,0
26,1,1,25.0,1,0,91.0792,0,97,12,1
27,1,0,19.0,1,0,91.0792,0,97,13,1
28,1,0,35.0,0,0,135.6333,2,-1,9,1
29,1,1,28.0,0,0,26.55,2,311,12,1
30,1,1,45.0,0,0,35.5,2,339,12,0
31,1,1,40.0,0,0,31.0,0,130,12,1
32,1,0,30.0,0,0,164.8667,2,367,9,1
33,1,0,58.0,0,0,26.55,2,30,9,1
34,1,1,42.0,0,0,26.55,2,207,12,0
35,1,0,45.0,0,0,262.375,0,75,9,1
36,1,0,22.0,0,1,55.0,2,307,9,1
37,1,1,29.881137667304014,0,0,26.55,2,214,12,1
38,1,1,41.0,0,0,30.5,2,267,12,0
39,1,1,48.0,0,0,50.4958,0,248,12,0
40,1,1,29.881137667304014,0,0,39.6,0,263,4,0
41,1,0,44.0,0,0,27.7208,0,91,13,1
42,1,0,59.0,2,0,51.4792,2,26,13,1
43,1,0,60.0,0,0,76.2917,0,263,13,1
44,1,0,41.0,0,0,134.5,0,-1,9,1
45,1,1,45.0,0,0,26.55,2,348,7,0
46,1,1,29.881137667304014,0,0,31.0,2,-1,12,0
47,1,1,42.0,0,0,26.2875,2,236,12,1
48,1,0,53.0,0,0,27.4458,0,348,13,1
49,1,1,36.0,0,1,512.3292,0,15,12,1
50,1,0,58.0,0,1,512.3292,0,127,13,1
51,1,1,33.0,0,0,5.0,2,236,12,0
52,1,1,28.0,0,0,47.1,2,228,12,0
53,1,1,17.0,0,0,47.1,2,228,12,0
54,1,1,11.0,1,2,120.0,2,51,8,1
55,1,0,14.0,1,2,120.0,2,51,9,1
56,1,1,36.0,1,2,120.0,2,51,12,1
57,1,0,36.0,1,2,120.0,2,51,13,1
58,1,1,49.0,0,0,26.0,2,8,12,0
59,1,0,29.881137667304014,0,0,27.7208,0,236,13,1
60,1,1,36.0,1,0,78.85,2,191,12,0
61,1,0,76.0,1,0,78.85,2,191,13,1
62,1,1,46.0,1,0,61.175,2,4,12,0
63,1,0,47.0,1,0,61.175,2,4,13,1
64,1,1,27.0,1,0,53.1,2,240,12,1
65,1,0,33.0,1,0,53.1,2,240,13,1
66,1,0,36.0,0,0,262.375,0,-1,9,1
67,1,0,30.0,0,0,86.5,2,211,9,1
68,1,1,45.0,0,0,29.7,0,257,12,1
69,1,0,29.881137667304014,0,1,55.0,2,307,13,1
70,1,1,29.881137667304014,0,0,0.0,2,194,12,0
71,1,1,27.0,1,0,136.7792,0,214,12,0
72,1,0,26.0,1,0,136.7792,0,214,13,1
73,1,0,22.0,0,0,151.55,2,-1,9,1
74,1,1,29.881137667304014,0,0,52.0,2,313,12,0
75,1,1,47.0,0,0,25.5875,2,345,12,0
76,1,0,39.0,1,1,83.1583,0,188,9,1
77,1,1,37.0,1,1,83.1583,0,188,12,0
78,1,0,64.0,0,2,83.1583,0,188,13,1
79,1,0,55.0,2,0,25.7,2,236,13,1
80,1,1,29.881137667304014,0,0,26.55,2,274,12,0
81,1,1,70.0,1,1,71.0,2,226,0,0
82,1,0,36.0,0,2,71.0,2,226,9,1
83,1,0,64.0,1,1,26.55,2,226,13,1
84,1,1,39.0,1,0,71.2833,0,236,12,0
85,1,0,38.0,1,0,71.2833,0,236,13,1
86,1,1,51.0,0,0,26.55,2,190,12,1
87,1,1,27.0,0,0,30.5,2,263,12,1
88,1,0,33.0,0,0,151.55,2,-1,9,1
89,1,1,31.0,1,0,52.0,2,229,12,0
90,1,0,27.0,1,2,52.0,2,229,13,1
91,1,1,31.0,1,0,57.0,2,57,12,1
92,1,0,17.0,1,0,57.0,2,57,13,1
93,1,1,53.0,1,1,81.8583,2,283,4,1
94,1,1,4.0,0,2,81.8583,2,283,8,1
95,1,0,54.0,1,1,81.8583,2,283,13,1
96,1,1,50.0,1,0,106.425,0,87,12,0
97,1,0,27.0,1,1,247.5208,0,229,13,1
98,1,0,48.0,1,0,106.425,0,87,13,1
99,1,0,48.0,1,0,39.6,0,205,6,1
100,1,1,49.0,1,0,56.9292,0,205,16,1
101,1,1,39.0,0,0,29.7,0,263,12,0
102,1,0,23.0,0,1,83.1583,0,232,13,1
103,1,0,38.0,0,0,227.525,0,236,9,1
104,1,0,54.0,1,0,78.2667,0,47,9,1
105,1,0,36.0,0,0,31.6792,0,236,9,0
106,1,1,29.881137667304014,0,0,221.7792,2,-1,12,0
107,1,0,29.881137667304014,0,0,31.6833,2,236,13,1
108,1,0,29.881137667304014,0,0,110.8833,0,-1,9,1
109,1,1,36.0,0,0,26.3875,2,48,12,1
110,1,1,30.0,0,0,27.75,0,236,12,0
111,1,0,24.0,3,2,263.0,2,361,9,1
112,1,0,28.0,3,2,263.0,2,361,9,1
113,1,0,23.0,3,2,263.0,2,361,9,1
114,1,1,19.0,3,2,263.0,2,361,12,0
115,1,1,64.0,1,4,263.0,2,361,12,0
116,1,0,60.0,1,4,263.0,2,361,13,1
117,1,0,30.0,0,0,56.9292,0,-1,9,1
118,1,1,29.881137667304014,0,0,26.55,2,355,12,0
119,1,1,50.0,2,0,133.65,2,236,4,1
120,1,1,43.0,1,0,27.7208,0,236,12,1
121,1,0,29.881137667304014,1,0,133.65,2,236,13,1
122,1,0,22.0,0,2,49.5,0,368,9,1
123,1,1,60.0,1,1,79.2,0,368,12,1
124,1,0,48.0,1,1,79.2,0,368,13,1
125,1,1,29.881137667304014,0,0,0.0,2,-1,12,0
126,1,1,37.0,1,0,53.1,2,286,12,0
127,1,0,35.0,1,0,53.1,2,286,13,1
128,1,1,47.0,0,0,38.5,2,300,12,0
129,1,0,35.0,0,0,211.5,0,-1,9,1
130,1,0,22.0,0,1,59.4,0,236,9,1
131,1,0,45.0,0,1,59.4,0,236,13,1
132,1,1,24.0,0,0,79.2,0,-1,12,0
133,1,1,49.0,1,0,89.1042,0,258,12,1
134,1,0,29.881137667304014,1,0,89.1042,0,258,13,1
135,1,1,71.0,0,0,34.6542,0,236,12,0
136,1,1,53.0,0,0,28.5,0,348,1,1
137,1,0,19.0,0,0,30.0,2,137,9,1
138,1,1,38.0,0,1,153.4625,2,361,12,0
139,1,0,58.0,0,1,153.4625,2,137,13,1
140,1,1,23.0,0,1,63.3583,0,236,12,1
141,1,0,45.0,0,1,63.3583,0,236,13,1
142,1,1,46.0,0,0,79.2,0,236,12,0
143,1,1,25.0,1,0,55.4417,0,48,12,1
144,1,0,25.0,1,0,55.4417,0,48,13,1
145,1,1,48.0,1,0,76.7292,0,236,12,1
146,1,0,49.0,1,0,76.7292,0,236,13,1
147,1,1,29.881137667304014,0,0,42.4,2,-1,12,0
148,1,1,45.0,1,0,83.475,2,236,12,0
149,1,0,35.0,1,0,83.475,2,236,13,1
150,1,1,40.0,0,0,0.0,2,-1,12,0
151,1,1,27.0,0,0,76.7292,0,-1,12,1
152,1,1,29.881137667304014,0,0,30.0,2,181,12,1
153,1,0,24.0,0,0,83.1583,0,236,9,1
154,1,1,55.0,1,1,93.5,2,229,12,0
155,1,0,52.0,1,1,93.5,2,229,13,1
156,1,1,42.0,0,0,42.5,2,202,12,0
157,1,1,29.881137667304014,0,0,51.8625,2,39,12,0
158,1,1,55.0,0,0,50.0,2,199,12,0
159,1,0,16.0,0,1,57.9792,0,62,9,1
160,1,0,44.0,0,1,57.9792,0,62,13,1
161,1,0,51.0,1,0,77.9583,2,161,13,1
162,1,1,42.0,1,0,52.0,2,236,12,0
163,1,0,35.0,1,0,52.0,2,236,13,1
164,1,1,35.0,0,0,26.55,0,168,12,1
165,1,1,38.0,1,0,90.0,2,237,12,1
166,1,1,29.881137667304014,0,0,30.6958,0,236,12,0
167,1,0,35.0,1,0,90.0,2,237,13,1
168,1,0,38.0,0,0,80.0,2,-1,9,1
169,1,0,50.0,0,0,28.7125,0,259,9,0
170,1,1,49.0,0,0,0.0,2,192,12,1
171,1,1,46.0,0,0,26.0,2,27,12,0
172,1,1,50.0,0,0,26.0,2,196,12,0
173,1,1,32.5,0,0,211.5,0,-1,12,0
174,1,1,58.0,0,0,29.7,0,54,12,0
175,1,1,41.0,1,0,51.8625,2,294,12,0
176,1,0,29.881137667304014,1,0,51.8625,2,294,13,1
177,1,1,42.0,1,0,52.5542,2,32,12,1
178,1,0,45.0,1,0,52.5542,2,32,13,1
179,1,1,29.881137667304014,0,0,26.55,2,269,12,0
180,1,0,39.0,0,0,211.3375,2,-1,9,1
181,1,0,49.0,0,0,25.9292,2,236,4,1
182,1,0,30.0,0,0,106.425,0,-1,9,1
183,1,1,35.0,0,0,512.3292,0,-1,12,1
184,1,1,29.881137667304014,0,0,27.7208,0,62,12,0
185,1,1,42.0,0,0,26.55,2,310,12,0
186,1,0,55.0,0,0,27.7208,0,310,13,1
187,1,0,16.0,0,1,39.4,2,257,9,1
188,1,0,51.0,0,1,39.4,2,257,13,1
189,1,1,29.0,0,0,30.0,2,298,12,0
190,1,0,21.0,0,0,77.9583,2,161,9,1
191,1,1,30.0,0,0,45.5,2,204,12,0
192,1,0,58.0,0,0,146.5208,0,-1,9,1
193,1,0,15.0,0,1,211.3375,2,308,9,1
194,1,1,30.0,0,0,26.0,2,44,12,0
195,1,0,16.0,0,0,86.5,2,-1,9,1
196,1,1,29.881137667304014,0,0,29.7,0,257,12,1
197,1,1,19.0,1,0,53.1,2,236,12,0
198,1,0,18.0,1,0,53.1,2,236,13,1
199,1,0,24.0,0,0,49.5042,0,24,10,1
200,1,1,46.0,0,0,75.2417,0,344,12,0
201,1,1,54.0,0,0,51.8625,2,95,12,0
202,1,1,36.0,0,0,26.2875,2,263,12,1
203,1,1,28.0,1,0,82.1708,0,236,12,0
204,1,0,29.881137667304014,1,0,82.1708,0,236,13,1
205,1,1,65.0,0,0,26.55,2,99,12,0
206,1,1,44.0,2,0,90.0,1,122,4,0
207,1,0,33.0,1,0,90.0,1,134,9,1
208,1,0,37.0,1,0,90.0,1,122,13,1
209,1,1,30.0,1,0,57.75,0,236,12,1
210,1,1,55.0,0,0,30.5,2,229,12,0
211,1,1,47.0,0,0,42.4,2,348,12,0
212,1,1,37.0,0,1,29.7,0,48,12,0
213,1,0,31.0,1,0,113.275,0,189,9,1
214,1,0,23.0,1,0,113.275,0,189,9,1
215,1,1,58.0,0,2,113.275,0,189,12,0
216,1,0,19.0,0,2,26.2833,2,236,9,1
217,1,1,64.0,0,0,26.0,2,174,12,0
218,1,0,39.0,0,0,108.9,0,-1,3,1
219,1,1,29.881137667304014,0,0,25.7417,0,257,12,1
220,1,0,22.0,0,1,61.9792,0,272,9,1
221,1,1,65.0,0,1,61.9792,0,272,12,0
222,1,1,28.5,0,0,27.7208,0,0,12,0
223,1,1,29.881137667304014,0,0,0.0,2,22,12,0
224,1,1,45.5,0,0,28.5,2,316,12,0
225,1,1,23.0,0,0,93.5,2,229,12,0
226,1,1,29.0,1,0,66.6,2,175,12,0
227,1,0,22.0,1,0,66.6,2,175,13,1
228,1,1,18.0,1,0,108.9,0,218,12,0
229,1,0,17.0,1,0,108.9,0,218,13,1
230,1,0,30.0,0,0,93.5,2,-1,9,1
231,1,1,52.0,0,0,30.5,2,336,7,1
232,1,1,47.0,0,0,52.0,2,365,12,0
233,1,0,56.0,0,1,83.1583,0,232,13,1
234,1,1,38.0,0,0,0.0,2,277,5,0
235,1,1,29.881137667304014,0,0,39.6,2,254,12,1
236,1,1,22.0,0,0,135.6333,0,-1,12,0
237,1,1,29.881137667304014,0,0,227.525,0,-1,12,0
238,1,0,43.0,0,1,211.3375,2,308,13,1
239,1,1,31.0,0,0,50.4958,2,339,12,0
240,1,1,45.0,0,0,26.55,2,236,12,1
241,1,1,29.881137667304014,0,0,50.0,2,287,12,0
242,1,0,33.0,0,0,27.7208,0,257,9,1
243,1,1,46.0,0,0,79.2,0,236,12,0
244,1,1,36.0,0,0,40.125,0,361,12,0
245,1,0,33.0,0,0,86.5,2,197,17,1
246,1,1,55.0,1,0,59.4,0,236,12,0
247,1,0,54.0,1,0,59.4,0,236,13,1
248,1,1,33.0,0,0,26.55,2,196,12,0
249,1,1,13.0,2,2,262.375,0,155,8,1
250,1,0,18.0,2,2,262.375,0,155,9,1
251,1,0,21.0,2,2,262.375,0,155,9,1
252,1,1,61.0,1,3,262.375,0,155,12,0
253,1,0,48.0,1,3,262.375,0,155,13,1
254,1,1,29.881137667304014,0,0,30.5,2,220,12,1
255,1,0,24.0,0,0,69.3,0,-1,10,1
256,1,1,29.881137667304014,0,0,26.0,2,236,12,1
257,1,0,35.0,1,0,57.75,0,236,13,1
258,1,0,30.0,0,0,31.0,0,-1,9,1
259,1,1,34.0,0,0,26.55,2,236,12,1
260,1,0,40.0,0,0,153.4625,2,239,9,1
261,1,1,35.0,0,0,26.2875,2,308,12,1
262,1,1,50.0,1,0,55.9,2,98,12,0
263,1,0,39.0,1,0,55.9,2,98,13,1
264,1,1,56.0,0,0,35.5,0,19,1,1
265,1,1,28.0,0,0,35.5,2,234,12,1
266,1,1,56.0,0,0,26.55,2,236,12,0
267,1,1,56.0,0,0,30.6958,0,306,12,0
268,1,1,24.0,1,0,60.0,2,162,12,0
269,1,1,29.881137667304014,0,0,26.0,2,314,12,0
270,1,0,18.0,1,0,60.0,2,162,13,1
271,1,1,24.0,1,0,82.2667,2,227,12,1
272,1,0,23.0,1,0,82.2667,2,227,13,1
273,1,1,6.0,0,2,134.5,0,340,8,1
274,1,1,45.0,1,1,134.5,0,340,12,1
275,1,0,40.0,1,1,134.5,0,340,13,1
276,1,1,57.0,1,0,146.5208,0,257,12,0
277,1,0,29.881137667304014,1,0,146.5208,0,257,13,1
278,1,1,32.0,0,0,30.5,0,19,4,1
279,1,1,62.0,0,0,26.55,2,359,12,0
280,1,1,54.0,1,0,55.4417,0,242,12,1
281,1,0,43.0,1,0,55.4417,0,242,13,1
282,1,0,52.0,1,0,78.2667,0,154,13,1
283,1,1,29.881137667304014,0,0,27.7208,0,125,12,0
284,1,0,62.0,0,0,80.0,2,63,13,1
285,1,1,67.0,1,0,221.7792,2,236,12,0
286,1,0,63.0,1,0,221.7792,2,236,13,0
287,1,1,61.0,0,0,32.3208,2,145,12,0
288,1,0,48.0,0,0,25.9292,2,48,13,1
289,1,0,18.0,0,2,79.65,2,236,9,1
290,1,1,52.0,1,1,79.65,2,236,12,0
291,1,0,39.0,1,1,79.65,2,236,13,1
292,1,1,48.0,1,0,52.0,2,198,12,1
293,1,0,29.881137667304014,1,0,52.0,2,198,13,1
294,1,1,49.0,1,1,110.8833,0,154,12,0
295,1,1,17.0,0,2,110.8833,0,154,12,1
296,1,0,39.0,1,1,110.8833,0,154,13,1
297,1,0,29.881137667304014,0,0,79.2,0,236,13,1
298,1,1,31.0,0,0,28.5375,0,2,12,1
299,1,1,40.0,0,0,27.7208,0,223,2,0
300,1,1,61.0,0,0,33.5,2,48,12,0
301,1,1,47.0,0,0,34.0208,2,100,12,0
302,1,0,35.0,0,0,512.3292,0,-1,9,1
303,1,1,64.0,1,0,75.25,0,269,12,0
304,1,0,60.0,1,0,75.25,0,269,13,1
305,1,1,60.0,0,0,26.55,2,117,1,0
306,1,1,54.0,0,1,77.2875,2,50,12,0
307,1,1,21.0,0,1,77.2875,2,50,12,0
308,1,0,55.0,0,0,135.6333,0,238,13,1
309,1,0,31.0,0,2,164.8667,2,367,9,1
310,1,1,57.0,1,1,164.8667,2,367,12,0
311,1,0,45.0,1,1,164.8667,2,367,13,1
312,1,1,50.0,1,1,211.5,0,104,12,0
313,1,1,27.0,0,2,211.5,0,104,12,0
314,1,0,50.0,1,1,211.5,0,104,13,1
315,1,0,21.0,0,0,26.55,2,98,9,1
316,1,1,51.0,0,1,61.3792,0,126,12,0
317,1,1,21.0,0,1,61.3792,0,126,12,1
318,1,1,29.881137667304014,0,0,35.0,2,211,12,0
319,1,0,31.0,0,0,134.5,0,-1,9,1
320,1,1,29.881137667304014,0,0,35.5,2,211,12,1
321,1,1,62.0,0,0,26.55,2,147,12,0
322,1,0,36.0,0,0,135.6333,0,241,9,1
323,2,1,30.0,1,0,24.0,0,281,12,0
324,2,0,28.0,1,0,24.0,0,281,13,1
325,2,1,30.0,0,0,13.0,2,52,12,0
326,2,1,18.0,0,0,11.5,2,53,12,0
327,2,1,25.0,0,0,10.5,2,84,12,0
328,2,1,34.0,1,0,26.0,2,347,12,0
329,2,0,36.0,1,0,26.0,2,347,13,1
330,2,1,57.0,0,0,13.0,2,353,12,0
331,2,1,18.0,0,0,11.5,2,261,12,0
332,2,1,23.0,0,0,10.5,2,138,12,0
333,2,0,36.0,0,0,13.0,2,41,13,1
334,2,1,28.0,0,0,10.5,2,265,12,0
335,2,1,51.0,0,0,12.525,2,177,15,0
336,2,1,32.0,1,0,26.0,2,247,12,1
337,2,0,19.0,1,0,26.0,2,247,13,1
338,2,1,28.0,0,0,26.0,2,106,12,0
339,2,1,1.0,2,1,39.0,2,144,8,1
340,2,0,4.0,2,1,39.0,2,144,9,1
341,2,0,12.0,2,1,39.0,2,144,9,1
342,2,0,36.0,0,3,39.0,2,144,13,1
343,2,1,34.0,0,0,13.0,2,196,12,1
344,2,0,19.0,0,0,13.0,2,275,9,1
345,2,1,23.0,0,0,13.0,2,303,12,0
346,2,1,26.0,0,0,13.0,2,105,12,0
347,2,1,42.0,0,0,13.0,2,196,12,0
348,2,1,27.0,0,0,13.0,2,187,12,0
349,2,0,24.0,0,0,13.0,2,203,9,1
350,2,0,15.0,0,2,39.0,2,59,9,1
351,2,1,60.0,1,1,39.0,2,59,12,0
352,2,0,40.0,1,1,39.0,2,59,13,1
353,2,0,20.0,1,0,26.0,2,290,9,1
354,2,1,25.0,1,0,26.0,2,290,12,0
355,2,0,36.0,0,0,13.0,2,289,9,1
356,2,1,25.0,0,0,13.0,2,295,12,0
357,2,1,42.0,0,0,13.0,2,196,15,0
358,2,0,42.0,0,0,13.0,2,236,13,1
359,2,1,0.83,0,2,29.0,2,16,8,1
360,2,1,26.0,1,1,29.0,2,16,12,1
361,2,0,22.0,1,1,29.0,2,16,13,1
362,2,0,35.0,0,0,21.0,2,219,9,1
363,2,1,29.881137667304014,0,0,0.0,2,22,12,0
364,2,1,19.0,0,0,13.0,2,303,12,0
365,2,0,44.0,1,0,26.0,2,196,13,0
366,2,1,54.0,1,0,26.0,2,196,15,0
367,2,1,52.0,0,0,13.5,2,46,12,0
368,2,1,37.0,1,0,26.0,2,83,12,0
369,2,0,29.0,1,0,26.0,2,83,13,0
370,2,0,25.0,1,1,30.0,2,196,9,1
371,2,0,45.0,0,2,30.0,2,196,13,1
372,2,1,29.0,1,0,26.0,2,112,12,0
373,2,0,28.0,1,0,26.0,2,112,13,1
374,2,1,29.0,0,0,10.5,2,153,12,0
375,2,1,28.0,0,0,13.0,2,156,12,0
376,2,1,24.0,0,0,10.5,2,201,12,1
377,2,0,8.0,0,2,26.25,2,31,9,1
378,2,1,31.0,1,1,26.25,2,31,12,0
379,2,0,31.0,1,1,26.25,2,31,13,1
380,2,0,22.0,0,0,10.5,2,260,13,1
381,2,0,30.0,0,0,13.0,2,273,13,0
382,2,0,29.881137667304014,0,0,21.0,2,342,13,0
383,2,1,21.0,0,0,11.5,2,261,12,0
384,2,1,29.881137667304014,0,0,0.0,2,22,12,0
385,2,1,8.0,1,1,36.75,2,304,8,1
386,2,1,18.0,0,0,73.5,2,217,12,0
387,2,0,48.0,0,2,36.75,2,304,13,1
388,2,0,28.0,0,0,13.0,2,206,9,1
389,2,1,32.0,0,0,13.0,2,271,12,0
390,2,1,17.0,0,0,73.5,2,-1,12,0
391,2,1,29.0,1,0,27.7208,0,216,12,0
392,2,0,24.0,1,0,27.7208,0,216,13,1
393,2,1,25.0,0,0,31.5,2,139,12,0
394,2,1,18.0,0,0,73.5,2,235,12,0
395,2,0,18.0,0,1,23.0,2,292,9,1
396,2,0,34.0,0,1,23.0,2,292,13,1
397,2,1,54.0,0,0,26.0,2,158,12,0
398,2,1,8.0,0,2,32.5,2,135,8,1
399,2,1,42.0,1,1,32.5,2,135,12,0
400,2,0,34.0,1,1,32.5,2,135,13,1
401,2,0,27.0,1,0,13.8583,0,17,9,1
402,2,0,30.0,1,0,13.8583,0,17,9,1
403,2,1,23.0,0,0,13.0,2,108,12,0
404,2,1,21.0,0,0,13.0,2,131,12,0
405,2,1,18.0,0,0,13.0,2,250,12,0
406,2,1,40.0,1,0,26.0,2,110,12,0
407,2,0,29.0,1,0,26.0,2,-1,13,1
408,2,1,18.0,0,0,10.5,2,82,12,0
409,2,1,36.0,0,0,13.0,2,275,12,0
410,2,1,29.881137667304014,0,0,0.0,2,22,12,0
411,2,0,38.0,0,0,13.0,2,178,9,0
412,2,1,35.0,0,0,26.0,2,193,12,0
413,2,1,38.0,1,0,21.0,2,80,12,0
414,2,1,34.0,1,0,21.0,2,80,12,0
415,2,0,34.0,0,0,13.0,2,48,9,1
416,2,1,16.0,0,0,26.0,2,193,12,0
417,2,1,26.0,0,0,10.5,2,139,12,0
418,2,1,47.0,0,0,10.5,2,77,12,0
419,2,1,21.0,1,0,11.5,2,79,12,0
420,2,1,21.0,1,0,11.5,2,79,12,0
421,2,1,24.0,0,0,13.5,2,354,12,0
422,2,1,24.0,0,0,13.0,2,64,12,0
423,2,1,34.0,0,0,13.0,2,344,12,0
424,2,1,30.0,0,0,13.0,2,-1,12,0
425,2,1,52.0,0,0,13.0,2,46,12,0
426,2,1,30.0,0,0,13.0,2,9,12,0
427,2,1,0.67,1,1,14.5,2,92,8,1
428,2,0,24.0,0,2,14.5,2,92,13,1
429,2,1,44.0,0,0,13.0,2,288,12,0
430,2,0,6.0,0,1,33.0,2,90,9,1
431,2,1,28.0,0,1,33.0,2,90,15,0
432,2,1,62.0,0,0,10.5,2,196,12,1
433,2,1,30.0,0,0,10.5,2,346,12,0
434,2,0,7.0,0,2,26.25,2,163,9,1
435,2,1,43.0,1,1,26.25,2,163,12,0
436,2,0,45.0,1,1,26.25,2,163,13,1
437,2,0,24.0,1,2,65.0,2,291,9,1
438,2,0,24.0,1,2,65.0,2,291,9,1
439,2,1,49.0,1,2,65.0,2,291,12,0
440,2,0,48.0,1,2,65.0,2,291,13,1
441,2,0,55.0,0,0,16.0,2,167,13,1
442,2,1,24.0,2,0,73.5,2,351,12,0
443,2,1,32.0,2,0,73.5,2,351,12,0
444,2,1,21.0,2,0,73.5,2,351,12,0
445,2,0,18.0,1,1,13.0,2,184,9,0
446,2,0,20.0,2,1,23.0,2,78,9,1
447,2,1,23.0,2,1,11.5,2,78,12,0
448,2,1,36.0,0,0,13.0,2,94,12,0
449,2,0,54.0,1,3,23.0,2,78,13,1
450,2,1,50.0,0,0,13.0,2,292,12,0
451,2,1,44.0,1,0,26.0,2,111,12,0
452,2,0,29.0,1,0,26.0,2,111,13,1
